Séance,ISIN.,Val.,Ouv.,Clô.,+ haut,+ bas,CMP,Nb. Tr.,Qté,Cap.
21/01/2026,TN0007610017,SAH,14.6,14.55,14.65,14.32,14.549,139,59395,864131.82
21/01/2026,TN0005700018,POULINA GP HOLDING,20.7,20.69,20.75,20.5,20.687,71,11762,243323.45
21/01/2026,TN0007530017,ONE TECH HOLDING,8.65,8.5,8.69,8.45,8.563,73,9691,82980.19
21/01/2026,TN0007620016,MPBS,8.06,8.21,8.29,8.06,8.217,160,28495,234152.48
21/01/2026,TN0001000108,MONOPRIX,6,6.08,6.08,6,6.059,8,3865,23419.2
21/01/2026,TN0006720049,BH LEASING,3.98,3.98,3.98,3.98,3.98,2,20,79.6
21/01/2026,TN0006440010,MAGASIN GENERAL,0,0,0,0,0,0,0,0
21/01/2026,TN0007310139,HANNIBAL LEASE,7.55,7.55,7.55,7.55,7.55,3,13222,99826.1
21/01/2026,TN0007570013,EURO-CYCLES,12,12.05,12.19,11.92,11.978,245,41012,491229.1
21/01/2026,TN0007210016,ESSOUKNA,3.56,3.65,3.67,3.45,3.551,116,14959,53120.06
21/01/2026,TN0007410012,ENNAKL AUTOMOBILES,14.7,14.89,15,14.5,14.69,17,2182,32053.14
21/01/2026,TN0007670011,DELICE HOLDING,13.24,13.1,13.45,13.1,13.231,147,26541,351159.65
21/01/2026,TN0007550015,CITY CARS,21,20.9,21,20.75,20.899,20,1334,27879.16
21/01/2026,TN0007350010,CIMENTS DE BIZERTE,0,0,0,0,0,0,0,0
21/01/2026,TN0004200853,CIL,30.05,30.44,30.44,29.44,29.881,60,32776,979375.9
21/01/2026,TN0007590011,CELLCOM,2.96,2.9,2.96,2.68,2.709,129,22834,61862.67
21/01/2026,TN0002200053,BT,6.7,6.5,6.7,6.5,6.561,210,115895,760399.26
21/01/2026,TN0003100609,BNA,12.58,12.75,12.9,12.58,12.704,206,73230,930346.97
21/01/2026,TN0001800457,BIAT,122,123.5,123.5,122,122.595,72,4763,583920.42
21/01/2026,TN0001900604,BH BANK,10,10.1,10.3,9.75,9.911,42,13159,130424.1
21/01/2026,TN0006610018,ATTIJARI LEASING,29.7,29.51,29.7,29.5,29.563,11,1229,36333.34
21/01/2026,TN0001600154,ATTIJARI BANK,69.9,69.8,69.98,69,69.411,37,2928,203236.67
21/01/2026,TN0004700100,ATL,6.74,6.75,6.75,6.61,6.674,45,11894,79383.04
21/01/2026,TN0007740012,ATELIER MEUBLE INT,4.15,4.08,4.15,4,4.05,65,16240,65770.11
21/01/2026,TN0003600350,ATB,3.65,3.65,3.69,3.65,3.651,32,8709,31796.45
21/01/2026,TN0007140015,ASSAD,0,0,0,0,0,0,0,0
21/01/2026,TN0007830011,ASSUR MAGHREBIA,58.89,58.9,58.9,58.89,58.899,12,1810,106608
21/01/2026,TN0007300015,ARTES,12.27,12.38,12.38,12.24,12.279,35,3443,42275.19
21/01/2026,TNDKJ8O68X14,ASSU MAGHREBIA VIE,7.35,7.35,7.38,7.35,7.351,66,15657,115097.02
21/01/2026,TN0003400058,AMEN BANK,53,52.48,53,51.9,52.344,224,14857,777671.43
20/01/2026,TN0005030010,STIP,4,4,4,4,4,3,201,804
20/01/2026,TN0007600018,SOTEMAIL,0,0,0,0,0,0,0,0
20/01/2026,TN0007650013,TAWASOL GP HOLDING,0,0,0,0,0,0,0,0
20/01/2026,TN0007730013,SANIMED,0.67,0.67,0.67,0.67,0.67,3,3957,2651.19
20/01/2026,TN0007700016,OFFICEPLAST,1.88,1.88,1.88,1.88,1.88,20,6667,12533.96
20/01/2026,TN0007540016,NEW BODY LINE,3.9,3.9,3.9,3.8,3.829,8,770,2948.12
20/01/2026,TN0007510019,LAND OR,15.98,15.89,15.98,15.75,15.895,20,9388,149221.16
20/01/2026,TN0007400013,CARTHAGE CEMENT,1.79,1.8,1.83,1.77,1.785,149,139598,249149.94
20/01/2026,TN0007500010,AETECH,0,0,0,0,0,0,0,0
20/01/2026,TN0007720022,UMED D76/509 26716,0,0,0,0,0,0,0,0
20/01/2026,TN0006560098,STV02 3/10 010102,0,0,0,0,0,0,0,0
20/01/2026,TN0006660104,STPILDA1/56 300617,0,0,0,0,0,0,0,0
20/01/2026,TN0006660039,STPILDA0807 1/10,0,0,0,0,0,0,0,0
20/01/2026,TN0007180037,SITSDa1/9 28/03/07,0,0,0,0,0,0,0,0
20/01/2026,TN0001100312,SFBTDa1/2(11/4/02),0,0,0,0,0,0,0,0
20/01/2026,TN0007270036,Da TPR 11/149 2006,0,0,0,0,0,0,0,0
20/01/2026,TN0002200251,BTDa1/7(3/12/01),0,0,0,0,0,0,0,0
20/01/2026,TN0001900778,BHDA 1/15 28052007,1.53,1.53,1.53,1.53,1.53,1,2,3.06
20/01/2026,TN0006610141,ATTIJARI LS ROMPU,0,0,0,0,0,0,0,0
20/01/2026,TN0003600434,ATBDA1/7 09/11/05,0,0,0,0,0,0,0,0
20/01/2026,TN0007140031,ASSDa1/9(01/07/05),0,0,0,0,0,0,0,0
20/01/2026,TN0002300424,ALQDa1/12 06/09/05,0,0,0,0,0,0,0,0
20/01/2026,TN0003400272,ABDA 1/14 11122007,0,0,0,0,0,0,0,0
20/01/2026,TN0006170013,STE TUN. DU SUCRE,0,0,0,0,0,0,0,0
20/01/2026,TN0004300307,SITEX,0,0,0,0,0,0,0,0
20/01/2026,TN0007680010,BNA ASSURANCES,3.04,3.09,3.09,3.03,3.064,44,11447,35072.42
20/01/2026,TN0002400505,UBCI,33.85,33.85,33.85,33.85,33.85,1,56,1895.6
20/01/2026,TN0004100202,TUNINVEST-SICAR,39.51,40,40,39.51,39.976,23,3218,128642.09
20/01/2026,TN0001400704,SPDIT - SICAF,12.84,12.85,12.85,12.6,12.679,6,376,4767.24
20/01/2026,TN0006670012,SIPHAT,3.45,3.45,3.45,3.45,3.45,1,10,34.5
20/01/2026,TN0002500650,PLAC. TSIE-SICAF,0,0,0,0,0,0,0,0
20/01/2026,TN0003200755,ICF,80,79,81.5,79,79.442,76,1907,151496.35
20/01/2026,TN0001300557,BTE (ADP),0,0,0,0,0,0,0,0
20/01/2026,TN0007580012,BEST LEASE,0,0,0,0,0,0,0,0
20/01/2026,TN0003000452,ASTREE,47,47,47,47,47,2,110,5170
20/01/2026,TN0006550016,BH ASSURANCE,0,0,0,0,0,0,0,0
20/01/2026,TN0003800703,ALKIMIA,13.1,13.1,13.1,13.1,13.1,2,2,26.2
20/01/2026,TN0002300358,AIR LIQUIDE TSIE,154.99,154.99,154.99,154.99,154.99,3,30,4649.7
20/01/2026,TN0007200017,WIFACK INT BANK,7.19,7.19,7.19,7.19,7.19,10,962,6916.78
20/01/2026,TN0007720014,UNIMED,10.09,10.08,10.3,10.01,10.131,216,46813,474249.27
20/01/2026,TN0003900107,UIB,25.19,25.19,25.19,25,25.15,5,474,11921.06
20/01/2026,TN0007690019,UADH,0.52,0.52,0.52,0.52,0.52,3,757,393.64
20/01/2026,TN0002100907,TUNISIE LEASING F,37.2,38.85,38.99,37.2,38.124,56,5230,199390.79
20/01/2026,TN0001200401,TUNISAIR,0.34,0.34,0.34,0.34,0.34,2,808,274.72
20/01/2026,TN0007380017,TUNIS RE,10.2,10.2,10.2,10.2,10.2,2,6,61.2
20/01/2026,TN0007270010,TPR,11.97,12.3,12.4,11.97,12.271,177,51866,636435.4
20/01/2026,TN0007440019,TELNET HOLDING,6.48,6.48,6.48,6.45,6.476,22,5198,33660.57
20/01/2026,TN0002600955,STB,3.74,3.8,3.8,3.7,3.735,78,25103,93767.53
20/01/2026,TN0006060016,STAR,59,59.5,60,58.5,59.16,53,3322,196529.65
20/01/2026,TNNGTFLC2986,STA,42.4,44.2,44.5,42.4,43.418,38,630,27353.62
20/01/2026,TN0006560015,SOTUVER,13.3,13.3,13.35,13.2,13.283,85,24353,323485.52
20/01/2026,TN0006580013,SOTUMAG,8.91,8.91,8.91,8.9,8.91,17,823,7332.73
20/01/2026,TN0006660013,SOTRAPIL,23.4,23.45,23.6,23.4,23.426,31,3508,82179.99
20/01/2026,TN0007630015,SOTIPAPIER,2.6,2.67,2.67,2.56,2.581,33,8733,22538.65
20/01/2026,TN0006530018,SOTETEL,5.19,5.19,5.25,5.19,5.193,15,1270,6595.24
20/01/2026,TN0006780019,SOMOCER,0.55,0.55,0.55,0.55,0.55,36,32037,17620.35
20/01/2026,TNQPQXRODTH8,SMART TUNISIE,18.7,18.6,18.7,18.6,18.621,35,6066,112952.8
20/01/2026,TN0007180011,SITS,0,0,0,0,0,0,0,0
20/01/2026,TN0004000055,SIMPAR,0,0,0,0,0,0,0,0
20/01/2026,TN0006590012,SIAME,2.7,2.7,2.7,2.7,2.7,16,3287,8874.9
20/01/2026,TN0001100254,SFBT,12.58,12.72,12.73,12.58,12.653,41,5903,74692.92
20/01/2026,TN0007610017,SAH,14.55,14.6,14.67,14.55,14.567,107,30178,439589.06
20/01/2026,TN0005700018,POULINA GP HOLDING,20.65,20.7,21,20.64,20.683,167,24172,499958.51
20/01/2026,TN0007530017,ONE TECH HOLDING,8.77,8.69,8.77,8.6,8.684,94,31416,272830.36
20/01/2026,TN0007620016,MPBS,7.83,7.83,7.83,7.8,7.82,82,9319,72876.79
20/01/2026,TN0001000108,MONOPRIX,6.09,6.09,6.09,6.09,6.09,2,405,2466.45
20/01/2026,TN0006720049,BH LEASING,3.85,3.98,3.98,3.85,3.956,8,165,652.8
20/01/2026,TN0006440010,MAGASIN GENERAL,10.1,10.1,10.1,10.1,10.1,1,1,10.1
20/01/2026,TN0007310139,HANNIBAL LEASE,7.55,7.55,7.55,7.55,7.55,3,1090,8229.5
20/01/2026,TN0007570013,EURO-CYCLES,12.5,12.4,12.5,12.31,12.41,38,3955,49081.14
20/01/2026,TN0007210016,ESSOUKNA,3.49,3.48,3.58,3.43,3.493,40,4826,16856.05
20/01/2026,TN0007410012,ENNAKL AUTOMOBILES,14.8,14.8,14.9,14.8,14.807,3,15,222.1
20/01/2026,TN0007670011,DELICE HOLDING,13.14,13.24,13.35,13.14,13.206,81,15861,209462.73
20/01/2026,TN0007550015,CITY CARS,20.57,20.9,20.99,20.57,20.75,41,2539,52685
20/01/2026,TN0007350010,CIMENTS DE BIZERTE,0.57,0.57,0.57,0.57,0.57,3,317,180.69
20/01/2026,TN0004200853,CIL,30,31,31.7,30,30.042,68,25083,753541.68
20/01/2026,TN0007590011,CELLCOM,2.85,2.85,2.9,2.81,2.851,30,2108,6010.6
20/01/2026,TN0002200053,BT,6.65,6.6,6.76,6.6,6.652,160,78108,519553.14
20/01/2026,TN0003100609,BNA,12.07,12.43,12.45,12.06,12.313,153,47945,590363.36
20/01/2026,TN0001800457,BIAT,120.6,122,123.7,120.6,121.896,87,2363,288040.13
20/01/2026,TN0001900604,BH BANK,0,0,0,0,0,0,0,0
20/01/2026,TN0006610018,ATTIJARI LEASING,29.7,29.7,29.7,29.7,29.7,4,251,7454.7
20/01/2026,TN0001600154,ATTIJARI BANK,69.99,69.9,69.99,69,69.875,64,4407,307939.51
20/01/2026,TN0004700100,ATL,6.45,6.65,6.74,6.41,6.614,88,15818,104615.65
20/01/2026,TN0007740012,ATELIER MEUBLE INT,4.15,4.15,4.22,4.05,4.108,111,12429,51063.85
20/01/2026,TN0003600350,ATB,3.63,3.63,3.7,3.63,3.7,16,17253,63831.23
20/01/2026,TN0007140015,ASSAD,0,0,0,0,0,0,0,0
20/01/2026,TN0007830011,ASSUR MAGHREBIA,58.9,58.9,58.9,58.9,58.9,10,594,34986.6
20/01/2026,TN0007300015,ARTES,12.24,12.27,12.27,12.2,12.248,44,4726,57883.62
20/01/2026,TNDKJ8O68X14,ASSU MAGHREBIA VIE,7,7.35,7.4,7,7.238,119,42340,306462.37
20/01/2026,TN0003400058,AMEN BANK,53,52.99,53,52.53,52.891,198,18854,997208.06
19/01/2026,TN0005030010,STIP,3.93,3.93,3.93,3.93,3.93,1,10,39.3
19/01/2026,TN0007600018,SOTEMAIL,0,0,0,0,0,0,0,0
19/01/2026,TN0007650013,TAWASOL GP HOLDING,0,0,0,0,0,0,0,0
19/01/2026,TN0007730013,SANIMED,0,0,0,0,0,0,0,0
19/01/2026,TN0007700016,OFFICEPLAST,1.91,1.9,1.94,1.88,1.898,37,4157,7889.35
19/01/2026,TN0007540016,NEW BODY LINE,3.81,3.95,3.95,3.81,3.843,14,687,2640.23
19/01/2026,TN0007510019,LAND OR,15.15,15.97,16,15.11,15.634,54,12793,200002.73
19/01/2026,TN0007400013,CARTHAGE CEMENT,1.83,1.8,1.85,1.78,1.813,113,92171,167095.83
19/01/2026,TN0007500010,AETECH,0,0,0,0,0,0,0,0
19/01/2026,TN0007720022,UMED D76/509 26716,0,0,0,0,0,0,0,0
19/01/2026,TN0006560098,STV02 3/10 010102,0,0,0,0,0,0,0,0
19/01/2026,TN0006660104,STPILDA1/56 300617,0,0,0,0,0,0,0,0
19/01/2026,TN0006660039,STPILDA0807 1/10,0,0,0,0,0,0,0,0
19/01/2026,TN0007180037,SITSDa1/9 28/03/07,0,0,0,0,0,0,0,0
19/01/2026,TN0001100312,SFBTDa1/2(11/4/02),0,0,0,0,0,0,0,0
19/01/2026,TN0007270036,Da TPR 11/149 2006,0,0,0,0,0,0,0,0
19/01/2026,TN0002200251,BTDa1/7(3/12/01),0,0,0,0,0,0,0,0
19/01/2026,TN0001900778,BHDA 1/15 28052007,0,0,0,0,0,0,0,0
19/01/2026,TN0006610141,ATTIJARI LS ROMPU,0,0,0,0,0,0,0,0
19/01/2026,TN0003600434,ATBDA1/7 09/11/05,0,0,0,0,0,0,0,0
19/01/2026,TN0007140031,ASSDa1/9(01/07/05),0,0,0,0,0,0,0,0
19/01/2026,TN0002300424,ALQDa1/12 06/09/05,0,0,0,0,0,0,0,0
19/01/2026,TN0003400272,ABDA 1/14 11122007,0,0,0,0,0,0,0,0
19/01/2026,TN0006170013,STE TUN. DU SUCRE,0,0,0,0,0,0,0,0
19/01/2026,TN0004300307,SITEX,0,0,0,0,0,0,0,0
19/01/2026,TN0007680010,BNA ASSURANCES,3.15,3.03,3.15,3.03,3.068,62,21863,67071.85
19/01/2026,TN0002400505,UBCI,33.5,33.5,33.5,33.5,33.5,6,910,30485
19/01/2026,TN0004100202,TUNINVEST-SICAR,40,39.9,40,39.9,39.94,15,341,13619.5
19/01/2026,TN0001400704,SPDIT - SICAF,12.7,12.98,12.98,12.7,12.761,16,3696,47164.62
19/01/2026,TN0006670012,SIPHAT,3.45,3.45,3.45,3.45,3.45,2,15,51.75
19/01/2026,TN0002500650,PLAC. TSIE-SICAF,0,0,0,0,0,0,0,0
19/01/2026,TN0003200755,ICF,81.9,80,81.9,79.51,79.902,54,1133,90528.79
19/01/2026,TN0001300557,BTE (ADP),3.74,3.74,3.74,3.74,3.74,1,28,104.72
19/01/2026,TN0007580012,BEST LEASE,0,0,0,0,0,0,0,0
19/01/2026,TN0003000452,ASTREE,44,44,44,44,44,6,165,7260
19/01/2026,TN0006550016,BH ASSURANCE,0,0,0,0,0,0,0,0
19/01/2026,TN0003800703,ALKIMIA,0,0,0,0,0,0,0,0
19/01/2026,TN0002300358,AIR LIQUIDE TSIE,156,156,156,156,156,2,15,2340
19/01/2026,TN0007200017,WIFACK INT BANK,7.22,7.35,7.35,7.22,7.221,8,2062,14890.24
19/01/2026,TN0007720014,UNIMED,9.9,10.09,10.16,9.89,10.067,170,32339,325560.84
19/01/2026,TN0003900107,UIB,24.8,24.99,24.99,24.5,24.85,25,4078,101339.5
19/01/2026,TN0007690019,UADH,0.5,0.5,0.5,0.5,0.5,17,33145,16572.5
19/01/2026,TN0002100907,TUNISIE LEASING F,35.5,37.2,37.4,35.5,36.781,65,5577,205128.2
19/01/2026,TN0001200401,TUNISAIR,0.34,0.34,0.34,0.34,0.34,4,1000,340
19/01/2026,TN0007380017,TUNIS RE,10.08,10.08,10.08,10.08,10.08,17,6890,69451.2
19/01/2026,TN0007270010,TPR,11.86,11.95,12.09,11.86,11.933,103,29067,346842.39
19/01/2026,TN0007440019,TELNET HOLDING,6.35,6.48,6.49,6.35,6.373,42,12876,82062.72
19/01/2026,TN0002600955,STB,3.68,3.74,3.79,3.68,3.707,49,30692,113778.16
19/01/2026,TN0006060016,STAR,58.2,59.5,59.5,58.2,59.074,11,659,38929.45
19/01/2026,TNNGTFLC2986,STA,41.59,42.4,42.4,41,42.336,33,834,35308.59
19/01/2026,TN0006560015,SOTUVER,13.49,13.31,13.49,13.31,13.398,42,8641,115775.19
19/01/2026,TN0006580013,SOTUMAG,9,8.91,9,8.91,8.953,3,46,411.84
19/01/2026,TN0006660013,SOTRAPIL,23.45,23.4,23.45,23,23.266,17,986,22939.96
19/01/2026,TN0007630015,SOTIPAPIER,2.68,2.65,2.68,2.58,2.597,21,2196,5702.11
19/01/2026,TN0006530018,SOTETEL,5.2,5.25,5.25,5.2,5.2,13,1304,6781
19/01/2026,TN0006780019,SOMOCER,0.53,0.53,0.53,0.53,0.53,30,29712,15747.36
19/01/2026,TNQPQXRODTH8,SMART TUNISIE,18.53,18.6,18.7,18.53,18.672,7,281,5246.82
19/01/2026,TN0007180011,SITS,0,0,0,0,0,0,0,0
19/01/2026,TN0004000055,SIMPAR,0,0,0,0,0,0,0,0
19/01/2026,TN0006590012,SIAME,2.74,2.73,2.74,2.73,2.731,11,1585,4329
19/01/2026,TN0001100254,SFBT,12.7,12.73,12.74,12.65,12.682,58,13291,168558.28
19/01/2026,TN0007610017,SAH,14.7,14.55,14.7,14.45,14.588,92,23683,345476.62
19/01/2026,TN0005700018,POULINA GP HOLDING,20.6,20.65,20.69,20.4,20.587,217,49733,1023854.39
19/01/2026,TN0007530017,ONE TECH HOLDING,8.77,8.75,8.78,8.67,8.751,127,44826,392279.29
19/01/2026,TN0007620016,MPBS,8,7.99,8,7.83,7.855,52,6904,54227.59
19/01/2026,TN0001000108,MONOPRIX,0,0,0,0,0,0,0,0
19/01/2026,TN0006720049,BH LEASING,3.85,3.85,3.85,3.85,3.85,3,992,3819.2
19/01/2026,TN0006440010,MAGASIN GENERAL,0,0,0,0,0,0,0,0
19/01/2026,TN0007310139,HANNIBAL LEASE,7.55,7.55,7.55,7.55,7.55,6,260,1963
19/01/2026,TN0007570013,EURO-CYCLES,12.7,12.48,12.7,12.4,12.475,31,4372,54540.38
19/01/2026,TN0007210016,ESSOUKNA,3.4,3.49,3.54,3.38,3.393,29,9771,33153.85
19/01/2026,TN0007410012,ENNAKL AUTOMOBILES,14.6,14.7,14.7,14.5,14.515,24,4542,65928.1
19/01/2026,TN0007670011,DELICE HOLDING,13.46,13.14,13.47,13,13.244,111,13256,175566.5
19/01/2026,TN0007550015,CITY CARS,20.57,20.57,20.65,20.5,20.574,9,498,10245.79
19/01/2026,TN0007350010,CIMENTS DE BIZERTE,0,0,0,0,0,0,0,0
19/01/2026,TN0004200853,CIL,30.25,30,30.25,30,30.002,10,3011,90336.25
19/01/2026,TN0007590011,CELLCOM,2.85,2.9,2.9,2.77,2.855,23,4727,13496.46
19/01/2026,TN0002200053,BT,6.5,6.64,6.77,6.5,6.619,154,50654,335294.78
19/01/2026,TN0003100609,BNA,12.17,12.05,12.17,12.01,12.062,48,8611,103862.28
19/01/2026,TN0001800457,BIAT,121.19,121.5,121.5,120.45,121.024,81,10283,1244492.87
19/01/2026,TN0001900604,BH BANK,10.28,10.28,10.28,10.15,10.248,4,795,8147.25
19/01/2026,TN0006610018,ATTIJARI LEASING,29.9,29.5,30.2,29.5,29.761,23,2423,72109.7
19/01/2026,TN0001600154,ATTIJARI BANK,69.49,69.99,70.5,69.49,69.812,73,5697,397716.62
19/01/2026,TN0004700100,ATL,6.44,6.37,6.44,6.36,6.405,40,11987,76778.49
19/01/2026,TN0007740012,ATELIER MEUBLE INT,4.26,4.2,4.3,4.15,4.184,89,13791,57706.7
19/01/2026,TN0003600350,ATB,3.61,3.63,3.63,3.61,3.618,4,256,926.16
19/01/2026,TN0007140015,ASSAD,0,0,0,0,0,0,0,0
19/01/2026,TN0007830011,ASSUR MAGHREBIA,58.45,58.9,58.9,58.2,58.441,14,686,40090.25
19/01/2026,TN0007300015,ARTES,12.2,12.24,12.24,12.1,12.184,20,1308,15936.72
19/01/2026,TNDKJ8O68X14,ASSU MAGHREBIA VIE,6.7,7,7.05,6.7,6.95,79,37466,260395.05
19/01/2026,TN0003400058,AMEN BANK,52,52.5,52.5,51.3,51.971,223,20058,1042433.58
16/01/2026,TN0005030010,STIP,0,0,0,0,0,0,0,0
16/01/2026,TN0007600018,SOTEMAIL,0,0,0,0,0,0,0,0
16/01/2026,TN0007650013,TAWASOL GP HOLDING,0.75,0.75,0.75,0.75,0.75,27,87063,65297.25
16/01/2026,TN0007730013,SANIMED,0.67,0.67,0.67,0.67,0.67,2,3000,2010
16/01/2026,TN0007700016,OFFICEPLAST,1.95,1.95,1.97,1.94,1.95,7,661,1288.89
16/01/2026,TN0007540016,NEW BODY LINE,3.81,3.9,3.95,3.8,3.823,14,1274,4870.88
16/01/2026,TN0007510019,LAND OR,14.85,15.1,15.1,14.85,14.938,30,3526,52672.75
16/01/2026,TN0007400013,CARTHAGE CEMENT,1.81,1.8,1.82,1.78,1.797,271,246767,443512.97
16/01/2026,TN0007500010,AETECH,0.41,0.41,0.41,0.41,0.41,3,611,250.51
16/01/2026,TN0007720022,UMED D76/509 26716,0,0,0,0,0,0,0,0
16/01/2026,TN0006560098,STV02 3/10 010102,0,0,0,0,0,0,0,0
16/01/2026,TN0006660104,STPILDA1/56 300617,0,0,0,0,0,0,0,0
16/01/2026,TN0006660039,STPILDA0807 1/10,0,0,0,0,0,0,0,0
16/01/2026,TN0007180037,SITSDa1/9 28/03/07,0.33,0.33,0.33,0.33,0.33,1,14,4.62
16/01/2026,TN0001100312,SFBTDa1/2(11/4/02),0,0,0,0,0,0,0,0
16/01/2026,TN0007270036,Da TPR 11/149 2006,0,0,0,0,0,0,0,0
16/01/2026,TN0002200251,BTDa1/7(3/12/01),0,0,0,0,0,0,0,0
16/01/2026,TN0001900778,BHDA 1/15 28052007,0,0,0,0,0,0,0,0
16/01/2026,TN0006610141,ATTIJARI LS ROMPU,0,0,0,0,0,0,0,0
16/01/2026,TN0003600434,ATBDA1/7 09/11/05,0,0,0,0,0,0,0,0
16/01/2026,TN0007140031,ASSDa1/9(01/07/05),0,0,0,0,0,0,0,0
16/01/2026,TN0002300424,ALQDa1/12 06/09/05,0,0,0,0,0,0,0,0
16/01/2026,TN0003400272,ABDA 1/14 11122007,0,0,0,0,0,0,0,0
16/01/2026,TN0006170013,STE TUN. DU SUCRE,0,0,0,0,0,0,0,0
16/01/2026,TN0004300307,SITEX,0,0,0,0,0,0,0,0
16/01/2026,TN0007680010,BNA ASSURANCES,3.18,3.15,3.18,3.15,3.158,14,7344,23190.9
16/01/2026,TN0002400505,UBCI,33.5,33.5,33.5,33.5,33.5,5,2365,79227.5
16/01/2026,TN0004100202,TUNINVEST-SICAR,41,40,41,40,40,24,2016,80641
16/01/2026,TN0001400704,SPDIT - SICAF,12.82,12.7,12.99,12.7,12.727,23,11788,150031.62
16/01/2026,TN0006670012,SIPHAT,0,0,0,0,0,0,0,0
16/01/2026,TN0002500650,PLAC. TSIE-SICAF,0,0,0,0,0,0,0,0
16/01/2026,TN0003200755,ICF,81,81,81.8,79.85,80.72,88,3148,254106.53
16/01/2026,TN0001300557,BTE (ADP),0,0,0,0,0,0,0,0
16/01/2026,TN0007580012,BEST LEASE,0,0,0,0,0,0,0,0
16/01/2026,TN0003000452,ASTREE,0,0,0,0,0,0,0,0
16/01/2026,TN0006550016,BH ASSURANCE,0,0,0,0,0,0,0,0
16/01/2026,TN0003800703,ALKIMIA,13.1,13.1,13.1,13.1,13.1,1,35,458.5
16/01/2026,TN0002300358,AIR LIQUIDE TSIE,156.5,156.5,156.5,156.5,156.5,4,30,4695
16/01/2026,TN0007200017,WIFACK INT BANK,7.44,7.43,7.44,7.43,7.431,4,785,5833.55
16/01/2026,TN0007720014,UNIMED,9.76,9.89,9.9,9.7,9.765,88,19699,192354.67
16/01/2026,TN0003900107,UIB,24.53,24.8,24.99,24.53,24.669,13,4963,122431.39
16/01/2026,TN0007690019,UADH,0.52,0.52,0.52,0.52,0.52,13,15284,7947.68
16/01/2026,TN0002100907,TUNISIE LEASING F,33.89,35.3,35.46,33.5,34.507,69,4338,149691.43
16/01/2026,TN0001200401,TUNISAIR,0.34,0.34,0.34,0.34,0.34,4,5030,1710.2
16/01/2026,TN0007380017,TUNIS RE,10.08,10.08,10.08,10.08,10.08,11,8365,84319.2
16/01/2026,TN0007270010,TPR,11.5,11.86,11.95,11.5,11.79,195,250888,2927158.13
16/01/2026,TN0007440019,TELNET HOLDING,6.6,6.35,6.6,6.3,6.37,72,27531,175362.75
16/01/2026,TN0002600955,STB,3.7,3.7,3.77,3.69,3.7,83,50977,188629.64
16/01/2026,TN0006060016,STAR,59,59.5,60,59,59.373,30,2350,139525.49
16/01/2026,TNNGTFLC2986,STA,37.99,40,40,37.98,38.364,33,1908,73199.34
16/01/2026,TN0006560015,SOTUVER,13.2,13.49,13.5,13.2,13.389,95,24583,329151.26
16/01/2026,TN0006580013,SOTUMAG,8.9,8.9,8.95,8.9,8.901,13,17268,153700.2
16/01/2026,TN0006660013,SOTRAPIL,22.9,23.07,23.08,22.9,23.072,26,1490,34376.85
16/01/2026,TN0007630015,SOTIPAPIER,2.65,2.59,2.65,2.57,2.581,46,7494,19343.3
16/01/2026,TN0006530018,SOTETEL,5.15,5.28,5.28,5.12,5.151,15,687,3538.93
16/01/2026,TN0006780019,SOMOCER,0,0,0,0,0,0,0,0
16/01/2026,TNQPQXRODTH8,SMART TUNISIE,18.16,18.53,18.78,18.16,18.541,29,11580,214699.07
16/01/2026,TN0007180011,SITS,3.12,3.12,3.12,3.12,3.12,1,10,31.2
16/01/2026,TN0004000055,SIMPAR,0,0,0,0,0,0,0,0
16/01/2026,TN0006590012,SIAME,2.77,2.74,2.77,2.74,2.756,18,4390,12100.25
16/01/2026,TN0001100254,SFBT,12.6,12.7,12.7,12.56,12.63,81,17995,227268.28
16/01/2026,TN0007610017,SAH,14.74,14.73,14.74,14.5,14.648,123,21747,318544.4
16/01/2026,TN0005700018,POULINA GP HOLDING,20.2,20.5,20.69,20.2,20.439,160,35771,731116.19
16/01/2026,TN0007530017,ONE TECH HOLDING,8.76,8.76,8.8,8.6,8.771,165,39228,344075.16
16/01/2026,TN0007620016,MPBS,8,8,8.06,7.99,8.001,21,3739,29917.44
16/01/2026,TN0001000108,MONOPRIX,6.09,6.09,6.09,6.09,6.09,4,266,1619.94
16/01/2026,TN0006720049,BH LEASING,0,0,0,0,0,0,0,0
16/01/2026,TN0006440010,MAGASIN GENERAL,10.1,10.1,10.1,10.1,10.1,5,212,2141.2
16/01/2026,TN0007310139,HANNIBAL LEASE,0,0,0,0,0,0,0,0
16/01/2026,TN0007570013,EURO-CYCLES,12.56,12.65,12.69,12.4,12.496,52,6591,82358.66
16/01/2026,TN0007210016,ESSOUKNA,3.35,3.44,3.48,3.34,3.382,47,8402,28419.35
16/01/2026,TN0007410012,ENNAKL AUTOMOBILES,14.5,14.5,14.7,14.5,14.5,11,1905,27623.1
16/01/2026,TN0007670011,DELICE HOLDING,13.5,13.45,13.6,13.41,13.48,117,22391,301837.29
16/01/2026,TN0007550015,CITY CARS,19.99,20.57,20.57,19.99,20.335,26,1212,24646.16
16/01/2026,TN0007350010,CIMENTS DE BIZERTE,0.55,0.55,0.55,0.55,0.55,2,193,106.15
16/01/2026,TN0004200853,CIL,29.61,30,30,29.61,29.974,39,6690,200525.81
16/01/2026,TN0007590011,CELLCOM,2.94,2.9,3,2.85,2.882,56,7335,21139.33
